esg_id,date_id,region_id,asset_id,energy_consumption_kwh,co2_emissions_kg,water_consumption_m3,waste_kg,renewable_energy_share
3993,20250714,4,161,276.37,89.57,1.37,3.24,28.98
3994,20240110,4,30,1554.96,506.79,8.36,13.49,28.52
3995,20240926,4,156,1404.17,462.37,6.56,14.24,27.68
3996,20250630,1,88,143.52,46.59,0.6,1.77,28.85
3997,20250921,4,161,296.01,91.51,1.75,1.27,32.71
3998,20251213,2,204,1777.08,476.26,4.76,13.19,43.0
3999,20240326,5,59,1545.48,520.08,5.83,13.96,25.87
4000,20251109,3,202,133.59,38.9,0.5,1.52,37.2
4001,20240501,4,136,1425.83,468.24,4.97,19.34,27.9
4002,20250902,1,63,409.51,131.04,1.88,5.59,30.0
4003,20240516,5,184,136.12,44.28,0.73,1.39,28.67
4004,20251121,3,103,108.99,32.06,0.29,1.45,36.46
4005,20250323,4,46,946.07,297.9,3.1,4.69,31.28
4006,20240324,1,4,1956.26,664.19,9.01,19.52,25.12
4007,20250520,2,83,1007.41,276.96,5.72,11.96,41.27
4008,20240421,5,29,1773.8,592.38,8.89,17.19,26.51
4009,20240807,1,18,813.61,264.72,4.53,11.33,28.66
4010,20250827,5,44,114.07,35.81,0.59,1.53,31.52
4011,20250713,3,99,1021.31,298.71,2.6,13.38,36.88
4012,20241030,4,152,408.07,129.41,2.26,4.87,30.72
4013,20250123,2,143,892.45,261.92,4.85,3.62,36.63
4014,20240912,5,155,101.26,32.95,0.49,1.23,28.66
4015,20250209,1,160,178.19,57.51,0.96,2.34,29.31
4016,20250425,4,214,882.82,275.02,5.7,8.9,32.12
4017,20251023,1,210,551.32,178.5,2.37,2.92,29.06
4018,20240715,2,241,81.42,23.89,0.4,0.5,36.64
4019,20240224,2,217,102.64,31.97,0.59,0.58,32.14
4020,20240514,2,143,512.72,159.03,1.85,5.23,32.46
4021,20250111,1,164,2471.54,825.4,14.82,11.19,26.51
4022,20251106,2,35,1329.77,376.64,4.8,14.6,39.19
4023,20240920,2,115,1261.56,381.65,7.66,10.77,34.37
4024,20250507,1,181,2084.69,678.78,9.02,15.44,28.6
4025,20250812,2,92,349.45,101.45,1.5,2.43,37.42
4026,20250626,3,146,81.72,24.65,0.27,0.38,34.59
4027,20250113,3,123,743.6,222.51,2.97,6.58,35.19
4028,20240110,1,220,2380.88,799.21,7.44,32.31,26.08
4029,20250219,1,43,1745.06,548.65,8.54,19.04,31.4
4030,20240930,1,169,2267.86,760.82,9.99,9.3,26.13
4031,20250722,3,23,1371.93,410.26,5.5,9.52,35.24
4032,20250810,4,124,82.49,25.77,0.39,1.05,31.89
4033,20240206,2,3,719.0,225.16,4.14,7.23,31.71
4034,20250216,1,43,1535.96,503.79,8.67,17.21,28.0
4035,20240710,4,239,351.73,114.96,1.31,3.95,28.29
4036,20250616,2,204,1358.95,401.11,8.06,13.33,36.21
4037,20241203,1,16,1689.2,552.3,10.9,9.29,28.26
4038,20250829,4,11,533.38,159.89,1.9,5.57,35.06
4039,20241224,1,41,2484.18,827.03,8.15,17.15,26.77
4040,20240723,1,79,1617.8,554.52,6.67,9.59,24.31
4041,20250426,5,7,151.28,46.64,0.9,0.92,32.93
4042,20240629,4,208,737.7,237.01,2.02,10.09,29.68
4043,20250429,4,80,1178.42,366.16,7.23,5.44,32.32
4044,20250207,5,96,903.71,294.1,4.21,12.33,28.64
4045,20240213,1,157,2564.28,885.19,13.64,27.07,23.7
4046,20240213,4,221,846.26,279.3,3.25,8.24,27.49
4047,20241218,4,232,1095.16,347.47,6.83,14.78,30.68
4048,20250208,5,222,452.59,145.35,1.33,4.73,29.71
4049,20241215,2,74,369.68,109.56,1.53,5.12,35.91
4050,20250916,1,182,1576.48,493.12,4.22,9.28,31.8
4051,20241216,4,144,1962.56,618.68,5.89,7.93,31.19
4052,20240426,1,177,155.92,50.92,0.64,1.39,28.36
4053,20240803,1,169,1753.6,609.34,8.11,13.68,23.13
4054,20240514,4,243,742.66,237.83,3.47,9.12,29.94
4055,20240317,5,7,170.99,58.08,0.52,1.87,25.09
4056,20250530,5,234,1420.54,454.35,4.15,17.77,30.04
4057,20240702,2,56,311.47,94.23,1.41,2.68,34.37
4058,20250308,3,17,107.93,32.8,0.69,1.25,34.03
4059,20250306,5,29,1893.46,596.44,9.13,12.82,31.25
4060,20241221,3,202,147.82,46.12,0.48,0.75,32.0
4061,20250202,4,141,372.05,113.03,1.17,5.04,34.05
4062,20250524,2,83,919.24,270.62,3.36,4.96,36.4
4063,20240602,1,64,1150.81,399.52,4.42,9.58,23.21
4064,20241026,5,137,1004.14,339.88,5.71,6.05,25.38
4065,20240315,5,184,113.79,37.6,0.31,0.49,27.39
4066,20241012,1,157,2093.32,698.92,8.18,11.41,26.53
4067,20250806,1,177,135.63,41.94,0.42,1.07,32.69
4068,20240402,1,160,142.3,49.05,0.66,1.1,23.82
4069,20240201,2,195,1097.5,331.8,4.2,10.21,34.42
4070,20250707,1,77,129.42,42.03,0.41,1.73,28.82
4071,20240110,2,228,1599.24,479.52,9.3,6.92,35.04
4072,20250916,4,136,1278.75,380.2,6.83,7.72,35.67
4073,20250121,4,144,1567.44,487.66,8.95,12.48,32.22
4074,20250122,4,109,1666.49,515.68,6.23,7.5,32.64
4075,20240911,5,184,128.47,41.45,0.52,1.07,29.33
4076,20250702,2,204,1249.1,363.64,7.73,5.59,37.22
4077,20241203,2,8,776.5,225.78,2.28,3.49,37.31
4078,20250206,5,131,1332.9,436.34,4.04,11.43,28.16
4079,20241211,1,220,2434.69,779.49,10.46,13.49,29.96
4080,20240515,1,125,1619.03,549.76,8.36,15.55,25.11
4081,20250419,5,184,115.36,37.49,0.51,0.98,28.75
4082,20241230,5,131,1413.72,457.65,7.64,9.7,29.07
4083,20240524,1,75,2280.56,761.8,12.97,23.76,26.49
4084,20241202,4,144,1692.71,525.08,7.35,16.95,32.45
4085,20250730,1,164,1716.49,554.91,7.35,21.71,29.18
4086,20241205,2,87,1569.68,459.98,7.5,13.54,36.74
4087,20250116,1,89,2783.51,894.4,8.88,21.36,29.67
4088,20240507,2,110,1019.62,306.58,6.16,9.25,34.83
4089,20250730,3,225,1293.61,383.01,7.91,10.26,35.98
4090,20240320,4,208,739.74,240.47,2.92,3.78,28.73
4091,20240916,1,177,145.98,48.33,0.45,1.75,27.23
4092,20250716,5,230,1359.37,430.97,7.13,12.81,30.74
4093,20240430,3,235,757.24,246.8,4.53,7.64,28.52
4094,20241123,1,181,2191.5,747.65,10.76,27.85,24.71
4095,20250322,1,111,156.98,51.9,0.54,2.0,27.34
4096,20241123,1,4,1570.37,534.3,5.4,6.48,24.94
4097,20240501,1,210,448.93,153.53,2.69,2.66,24.5
4098,20241218,1,58,1615.8,519.51,10.2,16.27,29.62
4099,20250516,2,55,507.97,145.26,2.53,4.39,38.51
4100,20250615,5,53,712.31,222.21,4.28,9.93,32.01
4101,20240815,4,221,823.04,265.91,4.14,6.01,29.23
4102,20250202,1,111,194.12,64.65,0.91,1.05,26.74
4103,20250822,5,184,115.09,36.57,0.65,1.17,30.56
4104,20251001,1,210,479.56,147.99,2.31,5.63,32.85
4105,20241112,3,167,1009.8,317.4,2.95,12.76,31.42
4106,20250717,3,94,507.41,148.12,1.85,4.12,37.02
4107,20240113,4,221,817.81,269.84,2.75,3.51,27.51
4108,20241113,1,160,191.7,65.9,0.75,1.12,24.06
4109,20250512,1,16,1548.27,502.32,5.64,20.5,28.89
4110,20240905,4,121,380.49,121.92,1.6,2.74,29.89
4111,20240902,1,145,184.03,60.42,0.61,2.06,27.92
4112,20240825,4,30,1271.88,404.51,6.48,6.52,30.49
4113,20240401,1,229,1836.35,629.79,9.47,20.55,24.26
4114,20251210,3,102,140.67,40.12,0.37,1.79,38.7
4115,20251204,3,138,1590.68,471.35,5.78,8.68,35.92
4116,20240422,5,53,860.97,298.55,4.33,6.66,23.31
4117,20250528,4,11,634.07,199.86,2.18,2.89,31.2
4118,20250726,1,224,1137.07,350.35,6.77,9.32,32.97
4119,20251229,1,32,188.15,59.18,1.0,1.45,31.36
4120,20250129,1,61,2032.34,643.44,8.6,13.76,30.85
4121,20250708,2,12,451.67,124.81,1.63,4.62,40.92
4122,20240608,2,172,1098.27,322.36,4.44,8.7,36.62
4123,20240125,4,208,756.29,246.31,3.28,3.82,28.58
4124,20240329,2,31,750.77,236.07,2.73,10.14,31.39
4125,20240804,2,213,477.48,140.09,2.57,6.5,36.65
4126,20240504,5,137,678.98,220.78,3.83,5.0,28.71
4127,20240111,2,228,1394.0,431.47,7.72,12.64,32.62
4128,20240910,2,204,1328.96,409.21,6.72,8.54,33.02
4129,20250409,1,164,2191.7,673.11,14.15,16.84,33.22
4130,20241007,2,140,115.82,34.69,0.4,0.73,35.13
4131,20241123,1,2,1945.23,651.03,8.23,16.51,26.33
4132,20241123,3,40,1441.78,459.7,6.35,20.04,30.29
4133,20250528,2,19,1144.04,325.27,3.98,14.11,38.92
4134,20240712,2,57,581.65,180.08,1.72,2.57,32.6
4135,20251001,1,65,1922.02,572.84,4.86,13.67,35.49
4136,20250116,3,240,761.39,231.01,4.54,5.92,34.15
4137,20240329,1,185,185.56,64.99,1.19,2.37,22.44
4138,20251003,2,114,749.35,207.9,2.5,5.67,40.64
4139,20240312,3,103,121.71,39.11,0.39,1.02,29.67
4140,20250923,5,53,891.89,277.59,5.38,7.28,32.19
4141,20240818,1,229,1392.33,467.82,7.38,18.55,26.0
4142,20251212,5,117,1027.12,313.39,4.17,8.84,33.72
4143,20250522,4,141,392.04,117.0,2.55,5.12,35.39
4144,20240510,3,60,593.13,184.37,2.11,5.26,32.29
4145,20240816,1,113,1735.0,592.95,9.82,20.22,24.56
4146,20251120,1,154,1545.7,480.71,4.6,6.82,32.25
4147,20240229,3,206,105.02,34.85,0.29,0.91,27.04
4148,20241230,1,18,1128.65,369.57,3.88,8.51,28.14
4149,20240529,4,139,93.65,30.79,0.5,1.19,27.8
4150,20240626,2,56,275.57,79.67,1.16,3.62,37.72
4151,20241225,4,128,1592.29,515.58,9.01,9.67,29.05
4152,20241028,2,238,78.11,22.3,0.38,0.86,38.62
4153,20241018,5,59,1397.04,455.32,8.9,13.44,28.52
4154,20250314,4,124,118.84,37.37,0.67,0.93,31.38
4155,20250120,5,180,1900.5,634.84,9.98,21.58,26.49
4156,20250507,2,12,602.08,174.53,2.66,2.93,37.53
4157,20251115,5,59,1362.5,399.27,7.64,7.76,36.74
4158,20241009,1,179,1918.2,629.02,9.4,22.79,28.02
4159,20250119,1,106,2095.96,689.15,5.71,15.48,27.8
4160,20240719,3,138,1188.49,373.04,5.83,6.75,31.53
4161,20240824,4,162,603.26,201.32,2.39,7.65,26.57
4162,20240520,3,15,867.01,282.02,5.6,4.7,28.68
4163,20240112,3,193,115.72,37.86,0.52,1.37,28.2
4164,20241010,2,198,92.98,26.65,0.56,0.67,38.35
4165,20250103,4,156,1753.6,559.12,9.6,9.63,30.29
4166,20241221,1,166,2393.14,790.02,13.29,22.28,27.47
4167,20251027,4,121,488.76,149.03,2.48,2.51,33.77
4168,20240610,1,77,127.16,43.81,0.41,0.85,23.87
4169,20250108,3,38,2058.05,634.21,6.36,22.56,32.96
4170,20240429,1,224,1330.99,450.35,5.23,10.57,25.41
4171,20250117,1,125,1937.92,628.58,6.68,19.5,28.91
4172,20251110,4,141,345.14,101.57,1.76,1.75,36.43
4173,20240702,1,6,1870.21,599.59,7.69,23.28,29.85
4174,20250829,2,213,466.34,131.36,1.57,5.34,39.58
4175,20251215,4,158,1676.45,497.1,10.2,8.55,35.87
4176,20250723,5,149,1345.02,442.73,4.76,7.23,27.71
4177,20250827,1,4,1434.21,467.15,5.53,12.06,28.57
4178,20250428,1,119,467.9,152.82,1.42,6.05,28.35
4179,20251206,4,72,1371.81,391.95,7.32,5.85,38.57
4180,20240612,2,204,1383.6,405.01,8.0,7.54,36.82
4181,20241227,3,225,1814.14,557.96,7.55,8.53,33.11
4182,20240525,4,152,393.66,125.58,1.32,2.54,30.25
4183,20250224,3,216,1542.26,469.22,8.93,13.01,33.94
4184,20240707,3,219,106.4,33.46,0.3,1.11,31.37
4185,20240203,3,98,1697.3,555.15,5.27,16.12,28.23
4186,20251005,1,177,193.57,59.78,1.03,0.86,32.79
4187,20240313,2,83,1116.39,343.49,3.82,11.94,33.08
4188,20241026,1,223,2034.85,672.23,9.9,8.16,27.41
4189,20251124,2,183,681.81,184.66,3.5,4.93,42.29
4190,20250224,3,138,1172.0,363.79,4.03,13.69,32.4
4191,20240110,2,92,409.03,123.74,1.72,1.69,34.37
4192,20241209,4,150,121.66,36.8,0.41,1.41,34.37
4193,20250106,1,185,188.42,59.68,0.68,2.17,30.82
4194,20241223,3,50,529.65,170.48,2.25,4.0,29.53
4195,20250525,5,91,1233.22,387.82,4.46,5.57,31.38
4196,20250314,4,72,1700.52,527.77,7.81,17.0,32.41
4197,20240427,3,236,445.58,142.8,1.86,5.41,29.88
4198,20240615,4,232,897.12,292.5,3.47,7.77,28.49
4199,20240107,4,141,511.98,170.16,1.8,4.69,26.91
4200,20250115,4,62,1433.75,462.7,4.91,8.16,29.32
4201,20240802,2,67,105.34,31.94,0.34,0.72,34.2
4202,20241113,3,138,1247.47,389.71,4.95,7.24,31.9
4203,20240618,5,155,117.76,39.07,0.61,0.98,27.06
4204,20240622,4,178,332.16,102.97,1.36,2.78,32.5
4205,20240705,3,13,1026.71,348.63,5.04,5.39,25.11
4206,20240607,4,170,632.8,195.46,3.59,4.43,32.78
4207,20240605,3,148,1083.44,359.4,6.05,4.46,27.07
4208,20250719,1,177,124.17,39.93,0.37,1.32,29.61
4209,20250807,4,215,544.27,168.09,2.61,4.24,32.79
4210,20240622,1,41,1747.54,583.96,6.83,20.23,26.46
4211,20240609,1,119,422.67,142.88,1.66,2.3,25.49
4212,20251015,1,9,141.31,44.91,0.38,1.01,30.55
4213,20240323,5,29,1777.11,599.38,9.53,14.14,25.68
4214,20251103,1,171,164.41,52.33,1.06,1.76,30.43
4215,20250414,5,149,1165.31,393.08,5.6,13.01,25.67
4216,20240401,1,229,1301.19,433.97,8.29,12.35,26.62
4217,20250302,4,70,955.95,291.95,4.07,12.4,33.65
4218,20251202,5,222,612.81,195.93,2.25,6.18,30.07
4219,20241114,2,212,1118.77,328.25,3.49,5.02,36.65
4220,20240111,1,32,174.41,60.28,1.1,1.24,23.6
4221,20250414,3,104,121.97,38.92,0.76,1.51,30.22
4222,20241211,1,125,1782.05,598.06,11.34,12.76,26.1
4223,20241028,1,77,156.64,52.19,0.58,0.65,26.7
4224,20250208,3,23,2008.37,622.84,5.25,11.7,32.47
4225,20251226,3,167,1000.92,281.26,3.09,13.18,39.75
4226,20250227,1,177,168.48,53.72,0.98,1.06,30.29
4227,20241011,3,23,1739.66,547.64,9.72,21.6,31.3
4228,20240427,2,213,607.98,175.9,2.85,7.23,37.67
4229,20240308,4,30,1597.81,543.26,5.18,17.22,25.0
4230,20251004,2,35,1094.06,305.07,2.98,11.27,40.29
4231,20250301,2,198,98.74,27.97,0.3,1.04,39.19
4232,20251101,1,119,461.79,151.97,2.9,5.3,27.73
4233,20251230,1,227,2113.51,623.82,5.5,26.93,36.21
4234,20250104,2,195,1438.93,419.59,8.03,13.32,37.1
4235,20240113,4,215,736.1,247.95,2.15,8.05,25.79
4236,20250627,3,233,317.39,95.78,1.67,3.43,34.56
4237,20250104,1,106,2099.16,694.65,7.38,18.46,27.27
4238,20240801,3,148,935.48,296.1,4.02,6.04,30.87
4239,20251011,1,145,143.18,45.0,0.4,0.8,31.43
4240,20250131,1,4,1820.71,611.39,5.94,23.78,26.05
4241,20250601,2,204,1304.87,368.18,7.14,16.79,39.46
4242,20240412,3,190,774.16,249.06,2.05,4.49,29.57
4243,20250603,3,138,1027.5,310.26,3.81,11.15,34.51
4244,20240612,3,100,1288.21,418.77,6.55,13.03,28.73
4245,20240425,1,231,2293.9,747.9,14.12,23.86,28.49
4246,20251006,2,241,90.18,25.61,0.29,1.03,38.99
4247,20250617,1,132,394.0,125.8,2.18,4.46,30.18
4248,20240715,1,153,1458.16,496.82,8.98,11.53,24.82
4249,20251204,2,55,743.44,208.4,1.88,9.38,39.92
4250,20240524,1,237,1460.79,499.3,5.52,8.66,24.55
4251,20250131,2,195,1221.86,350.92,4.01,8.15,38.2
4252,20240929,3,123,582.22,183.77,2.08,5.76,31.09
4253,20241201,5,230,2145.59,689.51,13.63,16.69,29.66
4254,20250918,3,23,1400.05,426.51,4.11,17.18,33.84
4255,20250412,1,79,2323.22,730.14,10.19,31.63,31.43
4256,20250303,3,235,1005.61,301.56,6.42,6.04,35.03
4257,20250609,4,116,742.98,227.68,2.55,3.48,33.39
4258,20240407,3,193,99.98,33.13,0.6,0.69,27.17
4259,20240717,1,245,1556.33,510.35,6.19,6.76,28.02
4260,20241109,1,210,655.01,218.9,1.86,6.79,26.45
4261,20241222,4,176,97.23,30.28,0.34,0.68,32.15
4262,20251210,2,82,113.43,29.76,0.49,0.87,44.4
4263,20240908,1,71,1577.94,516.37,8.93,15.99,28.19
4264,20240208,2,56,345.25,103.81,1.94,1.93,34.83
4265,20251219,3,100,1625.43,483.14,9.89,12.16,35.69
4266,20240701,1,88,127.11,41.63,0.63,1.66,28.13
4267,20240620,2,197,1048.3,300.02,3.87,12.66,38.45
4268,20240406,1,186,2506.55,870.78,7.81,20.55,23.15
4269,20251129,1,89,2430.87,744.92,10.56,10.04,33.39
4270,20250719,1,54,1620.73,506.96,6.33,17.87,31.8
4271,20241016,2,228,1043.58,306.19,6.72,11.27,36.65
4272,20250617,4,46,785.27,244.72,2.44,8.68,32.09
4273,20240921,2,31,635.66,186.27,2.25,4.19,36.74
4274,20250817,1,113,1325.27,438.03,3.72,14.96,27.37
4275,20240315,5,222,534.81,182.54,1.7,6.81,24.67
4276,20240804,1,5,1438.26,480.78,5.14,10.56,26.43
4277,20251111,3,134,1020.76,292.67,3.89,10.0,38.32
4278,20250126,5,7,180.27,60.73,1.15,1.21,25.78
4279,20250607,3,219,108.75,32.45,0.66,1.09,35.4
4280,20240901,4,173,739.39,237.17,2.15,6.29,29.81
4281,20240720,2,183,572.22,172.38,2.46,3.38,34.69
4282,20250214,1,151,549.3,180.06,2.01,2.84,28.05
4283,20240210,1,27,2028.04,667.14,9.54,26.92,27.76
4284,20250327,5,149,1414.21,433.37,7.82,9.88,33.39
4285,20240901,1,4,1371.46,458.56,4.55,5.88,26.41
4286,20251031,2,198,82.29,23.49,0.3,0.75,38.64
4287,20251126,1,171,196.29,61.38,1.02,1.63,31.83
4288,20240108,1,86,2407.15,815.45,7.43,32.07,25.31
4289,20250414,3,211,1244.09,398.76,4.21,6.8,29.87
4290,20240228,3,226,415.35,133.96,1.55,2.32,29.37
4291,20250401,1,18,959.81,300.04,2.75,9.82,31.85
4292,20250517,3,123,544.85,166.79,1.91,2.66,33.47
4293,20240810,1,20,1589.09,540.74,8.02,16.33,24.93
4294,20240523,1,177,129.66,42.3,0.39,0.58,28.44
4295,20240229,2,3,664.37,207.1,1.72,5.57,32.07
4296,20241228,2,3,604.27,183.63,2.76,6.36,34.03
4297,20250419,5,159,401.87,128.55,2.22,3.42,30.03
4298,20240606,5,73,113.36,37.91,0.6,1.2,26.4
4299,20250415,2,52,110.97,31.73,0.4,1.19,38.51
4300,20240522,1,166,1903.84,621.87,8.65,24.11,28.34
4301,20250131,1,223,2144.21,708.36,9.87,13.47,27.41
4302,20240621,3,211,1208.16,385.26,4.43,5.95,30.28
4303,20240801,1,179,1938.76,640.41,11.65,26.82,27.42
4304,20240210,1,196,1576.15,551.72,5.42,10.12,22.49
4305,20251217,2,56,359.18,99.46,1.86,4.32,40.77
4306,20250904,1,18,1146.84,354.37,3.59,8.54,32.75
4307,20250728,1,43,1292.09,402.98,5.53,10.39,32.03
4308,20251218,1,39,1987.59,619.57,10.35,13.97,32.07
4309,20250703,4,178,355.84,111.45,1.66,4.77,31.7
4310,20250530,5,91,1645.36,505.19,8.69,11.27,33.24
4311,20250101,4,128,1305.71,421.38,8.43,15.05,29.32
4312,20251222,1,20,1918.43,590.26,10.41,24.98,33.08
4313,20250825,1,79,1803.51,556.92,7.15,23.73,32.8
4314,20241205,5,59,1688.81,563.59,6.0,20.87,26.57
4315,20240106,2,242,870.42,271.22,4.61,11.98,32.1
4316,20250204,3,244,481.71,143.63,2.84,5.62,35.46
4317,20240602,1,47,1611.37,533.56,7.96,19.57,27.22
4318,20240624,5,29,1731.05,571.18,8.1,23.4,27.51
4319,20240913,3,123,721.53,230.08,2.07,6.53,30.28
4320,20250930,3,21,655.5,196.18,2.09,6.79,35.18
4321,20251014,5,85,977.37,299.35,5.78,5.04,33.43
4322,20251004,5,91,1358.31,432.49,6.32,6.86,30.4
4323,20240529,3,13,958.25,300.35,3.17,5.31,31.64
4324,20240627,3,127,811.34,255.05,2.9,10.94,31.41
4325,20250618,3,216,1031.96,317.97,5.97,4.76,32.97
4326,20240226,5,180,1690.36,570.73,9.45,9.58,25.59
4327,20250615,3,134,837.33,260.54,3.35,6.18,32.21
4328,20250119,4,150,126.3,40.5,0.47,0.84,29.83
4329,20250720,2,197,1013.14,289.19,5.67,10.12,38.64
4330,20240909,3,138,1032.61,324.57,4.17,9.3,31.42
4331,20241223,1,2,1704.98,540.07,7.97,9.46,30.81
4332,20240611,5,51,688.65,229.54,4.25,6.83,26.67
4333,20250916,5,91,1155.81,359.18,4.03,5.53,32.31
4334,20240814,1,2,1516.71,520.53,7.96,11.49,24.2
4335,20250506,2,42,106.1,30.06,0.59,1.44,39.17
4336,20240212,2,48,137.11,42.79,0.8,1.37,31.98
4337,20250709,3,148,1259.28,368.01,3.16,9.34,36.94
4338,20240412,3,148,1190.67,389.4,3.34,10.53,28.24
4339,20251206,1,179,2114.54,663.71,9.82,10.26,31.53
4340,20250102,1,201,1120.58,373.11,4.63,7.45,26.76
4341,20240530,3,36,91.84,29.42,0.55,0.56,29.92
4342,20250820,1,164,1890.09,594.24,5.39,15.06,31.4
4343,20240220,1,125,1934.96,650.69,6.4,22.01,25.93
4344,20240114,1,199,190.5,66.54,1.08,2.49,22.68
4345,20240914,5,117,841.59,267.83,5.22,10.62,30.44
4346,20250228,3,21,897.1,262.78,4.91,5.49,36.77
4347,20240114,1,89,2462.3,864.66,15.39,21.43,22.21
4348,20250423,5,34,939.17,297.27,2.4,9.54,30.87
4349,20250722,5,85,654.95,206.89,2.4,3.1,31.03
4350,20240122,2,55,654.28,196.91,3.11,7.6,34.76
4351,20240815,3,233,308.99,101.03,1.64,3.11,28.26
4352,20251025,1,6,1906.11,588.07,9.51,20.83,32.87
4353,20240416,4,214,781.55,248.22,4.36,4.87,30.6
4354,20250721,1,58,1557.58,517.12,10.11,18.78,27.0
4355,20240731,4,158,1132.42,356.03,4.0,5.21,31.4
4356,20251103,1,54,2420.32,744.97,13.15,22.26,33.05
4357,20241013,4,144,1563.74,505.53,6.67,7.96,29.18
4358,20240826,5,188,84.41,26.94,0.36,0.6,30.21
4359,20251015,3,38,1615.73,485.3,6.23,10.29,34.91
4360,20240702,5,130,300.88,99.21,0.9,2.09,27.57
4361,20240326,2,95,1127.34,353.44,6.1,8.42,31.62
4362,20250128,1,125,1986.28,628.14,11.2,23.26,30.94
4363,20240915,3,10,722.59,230.48,3.01,8.04,30.26
4364,20241101,3,211,1592.65,492.19,7.82,18.59,32.74
4365,20240326,1,201,993.81,344.06,4.69,5.5,23.45
4366,20240714,4,101,305.05,96.62,0.97,4.21,30.82
4367,20240603,2,87,1284.5,388.9,7.85,8.12,34.31
4368,20251128,1,118,152.43,46.42,0.66,1.57,33.87
4369,20240628,5,91,1366.23,457.52,6.49,11.94,26.28
4370,20240213,4,124,102.41,33.63,0.63,0.78,27.9
4371,20250713,5,137,616.6,200.27,3.41,7.75,28.8
4372,20251104,1,186,2492.16,754.43,14.39,33.91,34.32
4373,20240910,4,247,866.49,283.52,5.12,5.88,28.2
4374,20250728,1,177,133.99,42.9,0.58,1.52,29.95
4375,20240917,3,94,562.56,178.24,2.24,7.4,30.79
4376,20250711,2,97,915.7,251.63,3.14,9.18,41.3
4377,20250914,2,197,1368.26,392.42,8.29,10.55,38.3
4378,20250701,3,94,677.08,206.29,2.46,4.53,33.83
4379,20250130,2,26,422.43,119.18,2.73,5.52,39.47
4380,20250719,1,231,1455.02,439.82,7.91,10.82,34.43
4381,20241225,3,226,442.52,136.37,1.57,4.41,32.96
4382,20251003,3,104,129.55,39.29,0.76,0.93,34.18
4383,20251115,5,249,2331.49,721.55,8.2,27.35,32.63
4384,20250506,4,46,743.88,237.89,2.17,6.78,30.05
4385,20251205,4,239,343.42,107.7,1.63,2.16,31.6
4386,20240217,4,158,1600.02,530.5,4.65,10.21,27.11
4387,20240510,2,57,647.21,193.65,3.88,6.25,35.2
4388,20250130,4,1,1776.21,568.6,10.27,24.46,29.97
4389,20241204,2,207,885.94,264.4,2.67,5.37,35.39
4390,20250222,1,61,2586.94,870.45,14.25,35.6,25.88
4391,20240413,1,125,1266.24,424.6,5.14,5.48,26.17
4392,20240110,1,18,1331.74,461.42,3.79,17.73,23.38
4393,20250805,5,137,745.16,232.67,2.55,3.66,31.94
4394,20240120,5,117,1176.99,396.13,7.61,6.96,25.86
4395,20240411,2,238,78.54,24.6,0.25,0.59,31.71
4396,20250414,1,142,507.65,159.28,1.87,7.1,31.56
4397,20250104,1,20,2104.74,704.5,8.8,24.53,26.32
4398,20251218,1,118,216.7,66.28,0.88,2.78,33.53
4399,20240509,2,92,299.11,91.9,0.93,4.17,33.19
4400,20241105,5,175,151.79,51.17,0.75,1.92,25.72
4401,20241208,1,220,1775.69,571.91,6.17,8.0,29.48
4402,20240921,4,72,1120.91,369.18,7.06,4.76,27.66
4403,20241224,5,117,879.97,290.6,3.67,11.33,27.44
4404,20240410,2,3,527.0,159.62,2.48,4.54,34.28
4405,20251010,1,39,2062.85,627.35,7.19,14.97,33.97
4406,20240719,1,153,1192.72,393.93,4.77,5.9,27.43
4407,20241025,2,212,1241.98,369.02,5.67,12.15,35.72
4408,20250723,5,174,97.21,30.76,0.53,0.51,30.9
4409,20250824,1,65,1868.3,614.22,5.09,15.9,27.81
4410,20240719,5,33,1319.72,437.72,5.96,7.32,27.08
4411,20240130,5,249,2592.73,893.25,10.83,36.08,23.87
4412,20250214,2,242,743.83,220.05,3.69,8.45,36.04
4413,20240812,1,113,1405.39,461.14,3.84,12.65,27.97
4414,20240429,1,147,1109.57,387.82,4.7,6.86,22.62
4415,20241210,3,13,1552.6,486.34,8.06,6.61,31.69
4416,20241001,1,39,2285.37,761.85,11.82,19.32,26.66
4417,20240907,4,247,1061.31,343.99,5.88,7.31,28.97
4418,20240224,3,49,1492.88,508.65,7.78,12.24,24.82
4419,20250807,3,36,86.47,24.33,0.49,0.52,39.65
4420,20251018,5,222,432.84,138.56,2.73,2.85,29.97
4421,20240216,3,50,416.73,138.85,1.48,4.51,26.7
4422,20251119,5,175,127.01,40.13,0.82,0.61,31.01
4423,20250806,1,132,464.9,146.7,2.47,2.9,31.11
4424,20250607,1,201,877.43,281.23,2.77,11.01,29.87
4425,20250927,1,122,1202.48,388.98,3.58,6.7,29.13
4426,20251214,4,144,1417.58,419.43,3.84,8.91,36.03
4427,20240204,2,90,124.1,37.52,0.51,1.1,34.41
4428,20240712,1,27,1611.12,552.29,9.57,21.37,24.3
4429,20240509,1,113,1843.52,646.04,8.74,24.18,22.39
4430,20250903,2,67,100.61,26.34,0.63,0.9,44.56
4431,20240220,3,23,1612.47,490.13,4.06,13.72,34.01
4432,20250607,5,155,92.43,29.1,0.24,0.53,31.3
4433,20250902,5,81,1499.19,460.49,7.06,14.59,33.21
4434,20241124,4,109,1825.61,566.82,4.95,12.85,32.38
