request_id,created_at,resolved_at,date_id,customer_id,region_id,asset_id,request_type,priority,status,sla_target_hours,actual_resolution_hours,within_sla
8227,2024-06-13 02:23:00,2024-06-14 03:01:24,20240613,198,1,16.0,Installation Support,Medium,Resolved,45.52,24.64,True
8228,2024-08-09 16:20:00,2024-08-13 08:47:36,20240809,11,1,119.0,Emergency Repair,Low,Resolved,77.23,88.46,False
8229,2024-07-28 09:20:00,2024-07-30 12:59:36,20240728,466,3,206.0,Installation Support,Medium,Resolved,50.44,51.66,False
8230,2024-05-04 07:07:00,2024-05-06 16:00:24,20240504,656,2,95.0,Billing Inquiry,Low,Resolved,66.16,56.89,True
8231,2024-07-14 02:29:00,2024-07-16 01:18:12,20240714,284,1,,Contract Update,Medium,Resolved,48.57,46.82,True
8232,2025-01-08 04:56:00,2025-01-09 19:39:48,20250108,180,4,116.0,Performance Review,Medium,Resolved,43.96,38.73,True
8233,2025-03-10 22:40:00,2025-03-11 06:40:00,20250310,324,5,175.0,Performance Review,Critical,Resolved,7.51,8.0,False
8234,2024-05-19 00:19:00,2024-05-20 13:26:12,20240519,283,3,236.0,Installation Support,Medium,Resolved,50.47,37.12,True
8235,2024-04-18 14:50:00,2024-04-22 00:30:48,20240418,440,1,199.0,Contract Update,Low,Resolved,78.07,81.68,False
8236,2025-12-29 23:00:00,2025-12-30 15:12:36,20251229,293,3,14.0,Performance Review,High,Resolved,24.46,16.21,True
8237,2024-02-15 01:02:00,2024-02-15 03:30:32,20240215,309,3,102.0,Emergency Repair,Medium,Cancelled,49.62,,
8238,2024-09-11 03:17:00,2024-09-14 08:26:00,20240911,454,1,77.0,Performance Review,Low,Resolved,73.68,77.15,False
8239,2025-12-29 21:14:00,,20251229,143,1,157.0,Outage Investigation,Low,In Progress,75.45,,
8240,2024-11-07 11:55:00,2024-11-09 22:48:24,20241107,166,2,55.0,Outage Investigation,Low,Resolved,65.9,58.89,True
8241,2024-07-28 15:14:00,2024-07-30 17:10:24,20240728,713,1,201.0,Preventive Check,Medium,Resolved,47.59,49.94,False
8242,2025-12-05 13:36:00,2025-12-05 17:16:12,20251205,719,3,50.0,Outage Investigation,Critical,Resolved,7.48,3.67,True
8243,2025-12-25 16:10:00,2025-12-27 18:59:48,20251225,118,2,114.0,Performance Review,Medium,Resolved,52.08,50.83,True
8244,2025-04-21 03:05:00,2025-04-22 19:47:00,20250421,286,3,10.0,Installation Support,Medium,Resolved,46.89,40.7,True
8245,2025-06-06 02:32:00,,20250606,61,5,29.0,Billing Inquiry,Critical,In Progress,7.59,,
8246,2025-04-19 13:22:00,2025-04-21 14:56:48,20250419,72,3,193.0,Outage Investigation,Medium,Resolved,50.63,49.58,True
8247,2024-08-21 16:38:00,2024-08-23 07:53:00,20240821,386,5,73.0,Preventive Check,Medium,Resolved,45.6,39.25,True
8248,2025-11-10 17:05:00,2025-11-12 00:11:36,20251110,472,1,248.0,Preventive Check,High,Resolved,23.53,31.11,False
8249,2024-03-24 09:54:00,2024-03-25 08:16:12,20240324,136,2,228.0,Performance Review,High,Resolved,25.87,22.37,True
8250,2024-05-27 17:33:00,,20240527,231,1,157.0,Emergency Repair,Critical,Open,8.7,,
8251,2025-09-26 17:00:00,2025-09-28 17:00:00,20250926,344,4,141.0,Outage Investigation,Medium,Resolved,47.98,48.0,False
8252,2025-01-31 16:46:00,2025-02-03 02:53:12,20250131,123,1,,Billing Inquiry,Low,Resolved,69.02,58.12,True
8253,2024-09-23 06:59:00,2024-09-24 20:33:48,20240923,164,1,147.0,Preventive Check,Medium,Resolved,49.86,37.58,True
8254,2025-08-21 22:30:00,2025-08-22 23:53:24,20250821,430,1,,Billing Inquiry,Medium,Resolved,48.39,25.39,True
8255,2024-04-22 13:58:00,2024-04-24 11:35:48,20240422,636,5,51.0,Outage Investigation,Low,Resolved,71.57,45.63,True
8256,2025-01-25 17:54:00,2025-01-26 00:54:36,20250125,271,1,133.0,Preventive Check,Critical,Resolved,8.15,7.01,True
8257,2025-05-02 12:57:00,2025-05-03 07:45:05,20250502,747,1,164.0,Emergency Repair,Low,Cancelled,75.16,,
8258,2025-09-04 16:00:00,2025-09-06 15:19:12,20250904,126,3,193.0,Outage Investigation,Low,Resolved,68.11,47.32,True
8259,2025-04-04 08:53:00,2025-04-05 08:00:12,20250404,272,2,207.0,Performance Review,High,Resolved,25.29,23.12,True
8260,2025-11-01 19:15:00,2025-11-02 01:04:48,20251101,93,1,39.0,Preventive Check,Critical,Resolved,7.23,5.83,True
8261,2024-08-19 08:14:00,2024-08-20 07:35:36,20240819,39,4,158.0,Billing Inquiry,Medium,Resolved,46.99,23.36,True
8262,2024-07-11 18:48:00,2024-07-15 02:00:36,20240711,307,4,162.0,Billing Inquiry,Low,Resolved,72.85,79.21,False
8263,2025-12-19 02:00:00,,20251219,511,2,24.0,Outage Investigation,Medium,Open,45.58,,
8264,2025-12-29 04:12:00,2026-01-01 00:00:00,20251229,208,5,230.0,Installation Support,Low,Resolved,73.49,67.8,True
8265,2024-09-05 06:36:00,,20240905,648,4,176.0,Installation Support,High,Open,21.71,,
8266,2024-07-07 04:16:00,2024-07-08 07:11:12,20240707,89,5,85.0,Outage Investigation,High,Resolved,26.1,26.92,False
8267,2024-01-31 01:32:00,2024-01-31 12:55:24,20240131,453,2,,Contract Update,High,Resolved,23.46,11.39,True
8268,2025-06-22 15:14:00,2025-06-25 19:56:36,20250622,209,4,120.0,Performance Review,Low,Resolved,77.35,76.71,True
8269,2025-08-12 16:34:00,2025-08-14 10:32:12,20250812,416,1,64.0,Preventive Check,Low,Resolved,74.91,41.97,True
8270,2024-11-26 11:03:00,2024-11-27 14:48:36,20241126,206,1,113.0,Installation Support,High,Resolved,25.83,27.76,False
8271,2025-08-24 05:51:00,2025-08-24 17:33:00,20250824,543,4,161.0,Installation Support,High,Resolved,21.68,11.7,True
8272,2025-10-26 11:16:00,2025-10-27 18:47:48,20251026,168,1,106.0,Billing Inquiry,Medium,Resolved,51.32,31.53,True
8273,2025-12-14 09:33:00,2025-12-15 14:54:00,20251214,708,2,35.0,Contract Update,Medium,Resolved,46.94,29.35,True
8274,2025-04-07 20:33:00,2025-04-11 02:21:36,20250407,589,1,47.0,Performance Review,Low,Resolved,71.62,77.81,False
8275,2025-03-22 17:54:00,2025-03-23 20:46:48,20250322,5,1,64.0,Performance Review,Medium,Resolved,44.6,26.88,True
8276,2024-05-08 04:42:00,2024-05-09 03:23:24,20240508,497,1,79.0,Outage Investigation,High,Resolved,23.51,22.69,True
8277,2024-07-01 09:40:00,,20240701,78,2,92.0,Installation Support,Critical,Open,8.4,,
8278,2025-11-28 21:29:00,2025-11-30 09:42:47,20251128,14,3,127.0,Installation Support,Medium,Resolved,46.32,36.23,True
8279,2024-02-21 18:40:00,2024-02-22 12:03:36,20240221,432,1,93.0,Preventive Check,Low,Cancelled,69.85,,
8280,2025-03-26 15:31:00,2025-03-28 03:45:24,20250326,603,3,226.0,Emergency Repair,Low,Resolved,75.9,36.24,True
8281,2024-06-07 07:54:00,2024-06-08 13:33:08,20240607,25,5,34.0,Performance Review,Low,Cancelled,76.15,,
8282,2024-01-03 23:42:00,2024-01-05 19:17:24,20240103,544,1,,Billing Inquiry,Low,Resolved,70.61,43.59,True
8283,2025-03-01 09:04:00,2025-03-01 22:35:12,20250301,128,5,96.0,Performance Review,High,Resolved,22.01,13.52,True
8284,2024-07-12 11:06:00,2024-07-13 21:45:35,20240712,742,3,14.0,Billing Inquiry,Low,Resolved,70.85,34.66,True
8285,2025-08-29 16:31:00,2025-08-29 22:32:48,20250829,239,3,103.0,Emergency Repair,Critical,Resolved,7.67,6.03,True
8286,2025-05-15 13:58:00,2025-05-18 07:11:48,20250515,238,1,157.0,Installation Support,Low,Resolved,71.53,65.23,True
8287,2024-09-15 22:54:00,2024-09-16 00:46:13,20240915,693,5,29.0,Preventive Check,Critical,Cancelled,8.32,,
8288,2025-03-07 03:13:00,2025-03-08 21:55:00,20250307,622,3,165.0,Performance Review,Low,Resolved,67.92,42.7,True
8289,2025-06-14 14:32:00,2025-06-16 08:26:36,20250614,561,2,228.0,Emergency Repair,Medium,Resolved,45.75,41.91,True
8290,2025-08-18 14:15:00,2025-08-20 19:52:48,20250818,699,2,90.0,Preventive Check,Low,Resolved,68.32,53.63,True
8291,2024-10-08 17:20:00,2024-10-09 01:38:52,20241008,82,1,,Contract Update,High,Cancelled,26.33,,
8292,2025-08-20 15:12:00,2025-08-21 17:09:36,20250820,293,3,99.0,Contract Update,High,Resolved,23.87,25.96,False
8293,2024-12-24 10:07:00,2024-12-26 07:30:24,20241224,53,1,118.0,Installation Support,Low,Resolved,73.12,45.39,True
8294,2025-09-05 02:24:00,2025-09-08 01:40:48,20250905,237,2,52.0,Performance Review,Low,Resolved,76.81,71.28,True
8295,2025-05-11 13:01:00,2025-05-12 10:01:36,20250511,257,2,183.0,Billing Inquiry,High,Resolved,24.47,21.01,True
8296,2024-10-26 04:30:00,,20241026,579,5,66.0,Contract Update,Medium,In Progress,46.52,,
8297,2025-03-11 11:07:00,2025-03-11 20:04:08,20250311,458,1,224.0,Outage Investigation,Low,Cancelled,70.73,,
8298,2025-08-05 20:23:00,2025-08-06 18:43:24,20250805,589,1,199.0,Emergency Repair,High,Resolved,21.8,22.34,False
8299,2024-04-04 08:08:00,2024-04-05 02:33:48,20240404,624,4,101.0,Installation Support,High,Resolved,25.4,18.43,True
8300,2024-04-24 19:23:00,,20240424,698,5,96.0,Outage Investigation,Low,In Progress,74.0,,
8301,2025-01-10 05:38:00,2025-01-10 10:46:24,20250110,537,5,44.0,Performance Review,Critical,Resolved,8.52,5.14,True
8302,2024-03-01 02:35:00,2024-03-04 17:40:24,20240301,494,5,44.0,Emergency Repair,Low,Resolved,72.26,87.09,False
8303,2024-09-25 20:26:00,2024-09-27 00:57:12,20240925,157,1,220.0,Preventive Check,High,Resolved,23.49,28.52,False
8304,2024-08-12 21:07:00,2024-08-15 06:14:12,20240812,592,2,213.0,Contract Update,Low,Resolved,74.12,57.12,True
8305,2024-11-13 19:03:00,2024-11-14 21:01:48,20241113,661,1,248.0,Billing Inquiry,High,Resolved,21.64,25.98,False
8306,2024-01-08 13:50:00,,20240108,335,2,84.0,Outage Investigation,Critical,Open,7.21,,
8307,2025-05-29 12:06:00,2025-05-31 17:31:12,20250529,72,3,148.0,Billing Inquiry,Low,Resolved,68.47,53.42,True
8308,2025-01-05 09:36:00,2025-01-05 15:18:22,20250105,605,1,47.0,Outage Investigation,Medium,Cancelled,52.66,,
8309,2025-05-06 00:09:00,2025-05-06 15:00:36,20250506,577,1,,Billing Inquiry,High,Resolved,24.1,14.86,True
8310,2025-08-29 08:54:00,2025-08-29 21:27:14,20250829,339,3,202.0,Emergency Repair,Low,Cancelled,65.09,,
8311,2025-08-19 19:26:00,,20250819,589,1,218.0,Performance Review,High,In Progress,23.6,,
8312,2025-02-12 09:27:00,2025-02-13 04:32:24,20250212,714,2,42.0,Preventive Check,Medium,Resolved,47.26,19.09,True
8313,2024-04-16 13:35:00,2024-04-16 15:43:05,20240416,537,5,249.0,Installation Support,Critical,Cancelled,8.37,,
8314,2025-09-13 06:18:00,2025-09-14 18:26:24,20250913,364,3,22.0,Emergency Repair,Medium,Resolved,46.69,36.14,True
8315,2024-04-25 22:24:00,2024-04-27 16:25:12,20240425,544,1,65.0,Preventive Check,Medium,Resolved,52.27,42.02,True
8316,2025-12-21 15:09:00,2025-12-22 05:52:12,20251221,524,3,146.0,Billing Inquiry,High,Resolved,24.97,14.72,True
8317,2025-03-02 10:01:00,2025-03-04 10:29:48,20250302,579,5,222.0,Installation Support,Low,Resolved,77.3,48.48,True
8318,2024-12-28 23:26:00,2025-01-01 05:45:12,20241228,740,1,58.0,Outage Investigation,Low,Resolved,64.94,78.32,False
8319,2025-05-28 00:27:00,2025-05-29 22:49:48,20250528,527,3,,Contract Update,Low,Resolved,72.76,46.38,True
8320,2025-08-30 05:13:00,2025-09-01 10:22:36,20250830,510,3,60.0,Outage Investigation,Low,Resolved,76.08,53.16,True
8321,2025-10-18 03:10:00,2025-10-20 05:52:36,20251018,349,1,201.0,Outage Investigation,Medium,Resolved,44.16,50.71,False
8322,2024-06-10 00:17:00,2024-06-12 09:27:48,20240610,592,2,198.0,Emergency Repair,Low,Resolved,65.08,57.18,True
8323,2024-03-26 15:30:00,2024-03-29 11:01:12,20240326,53,1,231.0,Billing Inquiry,Low,Resolved,78.04,67.52,True
8324,2025-05-22 04:42:00,,20250522,711,1,164.0,Contract Update,Low,Open,66.72,,
8325,2025-06-22 03:06:00,2025-06-23 12:00:00,20250622,654,3,15.0,Outage Investigation,Low,Resolved,71.19,32.9,True
8326,2024-10-28 04:37:00,,20241028,614,4,30.0,Installation Support,Low,Open,68.39,,
8327,2024-11-16 17:04:00,2024-11-18 02:06:59,20241116,391,4,158.0,Preventive Check,Medium,Resolved,48.77,33.05,True
8328,2024-12-08 20:13:00,2024-12-09 00:52:36,20241208,577,1,77.0,Billing Inquiry,Critical,Resolved,7.93,4.66,True
8329,2024-03-07 08:06:00,2024-03-10 13:12:00,20240307,307,4,120.0,Installation Support,Low,Resolved,71.69,77.1,False
8330,2024-08-06 21:57:00,2024-08-09 21:09:00,20240806,274,2,228.0,Outage Investigation,Low,Resolved,74.25,71.2,True
8331,2025-12-11 21:49:00,2025-12-15 05:35:48,20251211,203,4,144.0,Emergency Repair,Low,Resolved,70.5,79.78,False
8332,2024-09-23 23:21:00,2024-09-26 03:04:48,20240923,12,2,143.0,Outage Investigation,Low,Resolved,67.01,51.73,True
8333,2025-05-26 16:37:00,,20250526,342,1,2.0,Emergency Repair,Low,In Progress,71.62,,
8334,2024-01-31 09:32:00,,20240131,463,4,121.0,Installation Support,Low,In Progress,77.24,,
8335,2025-03-11 19:37:00,2025-03-12 19:38:48,20250311,449,5,187.0,Emergency Repair,Medium,Resolved,43.44,24.03,True
8336,2025-10-17 11:00:00,2025-10-19 12:27:36,20251017,222,1,154.0,Contract Update,Low,Resolved,68.86,49.46,True
8337,2024-12-22 17:28:00,2024-12-23 22:46:36,20241222,419,3,216.0,Emergency Repair,Medium,Resolved,47.54,29.31,True
8338,2025-11-19 06:01:00,2025-11-20 07:58:00,20251119,513,4,221.0,Billing Inquiry,Medium,Resolved,46.21,25.95,True
8339,2025-08-01 18:29:00,,20250801,726,1,227.0,Outage Investigation,Medium,In Progress,52.59,,
8340,2025-04-12 04:50:00,2025-04-12 20:26:36,20250412,15,3,233.0,Outage Investigation,High,Resolved,25.69,15.61,True
8341,2024-09-18 09:08:00,2024-09-18 12:18:48,20240918,707,3,193.0,Emergency Repair,Critical,Resolved,7.22,3.18,True
8342,2025-05-22 17:13:00,2025-05-23 07:59:48,20250522,37,3,202.0,Preventive Check,High,Resolved,26.14,14.78,True
8343,2024-12-24 15:45:00,2024-12-25 09:53:59,20241224,596,2,228.0,Performance Review,High,Resolved,22.01,18.15,True
8344,2024-08-01 16:44:00,2024-08-04 23:42:12,20240801,350,1,16.0,Preventive Check,Low,Resolved,72.92,78.97,False
8345,2025-01-30 01:44:00,2025-01-30 19:36:24,20250130,209,4,70.0,Performance Review,Medium,Cancelled,48.38,,
8346,2025-03-31 22:49:00,2025-04-03 19:15:24,20250331,267,1,231.0,Outage Investigation,Low,Resolved,78.95,68.44,True
8347,2025-06-04 12:59:00,2025-06-07 21:23:36,20250604,56,4,239.0,Installation Support,Low,Resolved,71.22,80.41,False
8348,2024-03-02 10:47:00,2024-03-03 14:00:48,20240302,373,5,76.0,Preventive Check,High,Resolved,21.91,27.23,False
8349,2025-10-05 09:12:00,2025-10-05 10:42:53,20251005,661,1,88.0,Preventive Check,Low,Cancelled,77.86,,
8350,2024-09-05 13:54:00,,20240905,625,4,156.0,Preventive Check,Medium,In Progress,44.83,,
8351,2025-02-15 12:12:00,2025-02-15 18:28:35,20250215,215,5,59.0,Contract Update,High,Cancelled,24.16,,
8352,2024-02-26 12:24:00,2024-02-27 12:59:24,20240226,559,4,162.0,Billing Inquiry,High,Resolved,23.97,24.59,False
8353,2025-03-08 08:26:00,2025-03-09 17:27:48,20250308,158,1,196.0,Performance Review,Medium,Resolved,52.71,33.03,True
8354,2024-02-08 04:23:00,2024-02-08 09:24:12,20240208,599,2,87.0,Installation Support,Critical,Resolved,7.35,5.02,True
8355,2025-08-28 09:15:00,2025-08-29 14:07:12,20250828,297,5,51.0,Emergency Repair,High,Resolved,23.58,28.87,False
8356,2025-08-05 05:21:00,2025-08-06 17:41:24,20250805,23,2,197.0,Installation Support,Medium,Resolved,49.95,36.34,True
8357,2024-08-29 01:52:00,,20240829,570,2,82.0,Preventive Check,High,In Progress,22.63,,
8358,2025-12-26 07:56:00,2025-12-29 00:56:00,20251226,333,1,185.0,Outage Investigation,Low,Resolved,79.16,65.0,True
8359,2025-03-17 21:05:00,2025-03-18 10:21:12,20250317,283,3,102.0,Installation Support,High,Resolved,22.74,13.27,True
8360,2024-07-20 02:26:00,2024-07-21 04:42:12,20240720,554,2,92.0,Contract Update,Medium,Resolved,43.74,26.27,True
8361,2024-10-05 21:12:00,,20241005,13,4,109.0,Billing Inquiry,Medium,In Progress,43.96,,
8362,2024-09-15 13:30:00,,20240915,515,1,182.0,Contract Update,Medium,Open,50.7,,
8363,2024-09-26 06:43:00,,20240926,520,3,235.0,Preventive Check,Low,In Progress,69.67,,
8364,2024-04-15 20:48:00,2024-04-17 14:56:24,20240415,555,4,203.0,Outage Investigation,Medium,Resolved,52.1,42.14,True
8365,2024-06-26 07:47:00,2024-06-27 06:20:00,20240626,381,2,8.0,Billing Inquiry,Medium,Resolved,51.8,22.55,True
8366,2024-05-04 20:49:00,2024-05-05 20:26:12,20240504,243,4,62.0,Preventive Check,Medium,Resolved,43.74,23.62,True
8367,2025-09-03 18:37:00,2025-09-04 03:03:59,20250903,589,1,106.0,Outage Investigation,Critical,Resolved,8.04,8.45,False
8368,2025-09-04 17:47:00,2025-09-05 13:38:36,20250904,672,3,165.0,Preventive Check,High,Resolved,25.62,19.86,True
8369,2025-10-29 08:38:00,2025-10-29 12:45:12,20251029,197,3,22.0,Preventive Check,Critical,Resolved,7.71,4.12,True
8370,2024-06-09 17:20:00,2024-06-09 20:31:25,20240609,31,5,230.0,Performance Review,High,Cancelled,22.46,,
8371,2025-09-05 01:51:00,2025-09-06 21:29:24,20250905,35,3,104.0,Preventive Check,Medium,Resolved,50.96,43.64,True
8372,2024-07-06 06:17:00,2024-07-06 17:30:55,20240706,423,5,187.0,Billing Inquiry,Low,Cancelled,65.07,,
8373,2025-07-11 14:05:00,2025-07-12 14:06:12,20250711,450,4,203.0,Preventive Check,High,Resolved,21.9,24.02,False
8374,2024-05-21 00:16:00,2024-05-21 16:36:24,20240521,126,3,134.0,Outage Investigation,High,Resolved,24.43,16.34,True
8375,2024-04-30 00:32:00,,20240430,643,1,227.0,Outage Investigation,Low,In Progress,70.61,,
8376,2024-10-11 21:47:00,2024-10-12 15:20:00,20241011,500,4,243.0,Installation Support,High,Resolved,26.27,17.55,True
8377,2025-12-02 15:21:00,,20251202,558,1,18.0,Contract Update,High,Open,22.94,,
8378,2025-08-04 08:43:00,2025-08-05 02:44:12,20250804,345,2,212.0,Emergency Repair,High,Resolved,21.84,18.02,True
8379,2024-12-18 00:46:00,2024-12-19 16:23:12,20241218,466,3,50.0,Preventive Check,Low,Resolved,65.36,39.62,True
8380,2025-08-23 01:07:00,2025-08-26 22:03:24,20250823,579,5,34.0,Contract Update,Low,Resolved,79.05,92.94,False
8381,2025-10-04 15:50:00,2025-10-04 22:47:36,20251004,260,3,211.0,Installation Support,Critical,Resolved,7.86,6.96,True
8382,2024-01-12 16:31:00,2024-01-14 10:58:36,20240112,709,2,241.0,Billing Inquiry,Medium,Resolved,51.6,42.46,True
8383,2025-08-08 05:02:00,2025-08-12 09:20:36,20250808,227,1,58.0,Preventive Check,Low,Resolved,74.58,100.31,False
8384,2024-07-26 19:29:00,2024-07-27 10:18:48,20240726,645,2,183.0,Contract Update,High,Resolved,23.3,14.83,True
8385,2024-06-05 06:35:00,2024-06-05 21:23:36,20240605,724,4,221.0,Installation Support,High,Resolved,21.8,14.81,True
8386,2024-05-19 11:29:00,,20240519,365,5,85.0,Contract Update,Low,In Progress,70.71,,
8387,2024-02-23 03:39:00,,20240223,386,5,91.0,Installation Support,Low,Open,67.65,,
8388,2024-09-20 17:43:00,2024-09-22 00:04:36,20240920,690,2,8.0,Emergency Repair,Medium,Resolved,50.34,30.36,True
8389,2024-04-25 07:31:00,2024-04-26 16:39:24,20240425,282,1,142.0,Billing Inquiry,Medium,Resolved,51.86,33.14,True
8390,2025-07-13 04:18:00,2025-07-15 16:54:36,20250713,580,5,159.0,Installation Support,Medium,Resolved,43.7,60.61,False
8391,2025-07-26 14:54:00,2025-07-27 12:42:00,20250726,406,1,2.0,Installation Support,High,Resolved,24.92,21.8,True
8392,2025-11-08 09:47:00,2025-11-09 20:04:59,20251108,276,3,138.0,Emergency Repair,Medium,Resolved,45.35,34.3,True
8393,2024-07-18 20:32:00,2024-07-20 08:48:48,20240718,194,2,197.0,Outage Investigation,Medium,Resolved,51.21,36.28,True
8394,2025-03-18 00:41:00,2025-03-19 02:34:24,20250318,200,4,243.0,Emergency Repair,Medium,Resolved,48.97,25.89,True
8395,2024-11-09 10:05:00,2024-11-10 01:43:24,20241109,456,5,96.0,Installation Support,High,Resolved,23.19,15.64,True
8396,2024-05-31 23:37:00,2024-06-01 12:37:00,20240531,655,1,166.0,Preventive Check,High,Resolved,23.43,13.0,True
8397,2024-10-18 10:17:00,2024-10-18 17:24:12,20241018,684,4,101.0,Preventive Check,Critical,Resolved,7.83,7.12,True
8398,2025-06-16 16:26:00,2025-06-18 16:11:00,20250616,202,2,26.0,Outage Investigation,Medium,Resolved,51.81,47.75,True
8399,2024-12-16 06:01:00,2024-12-19 00:24:24,20241216,26,2,48.0,Outage Investigation,Low,Resolved,68.23,66.39,True
8400,2024-02-09 08:06:00,,20240209,599,2,35.0,Emergency Repair,Medium,Open,43.45,,
8401,2025-03-09 22:34:00,2025-03-10 16:51:24,20250309,748,3,167.0,Contract Update,High,Resolved,23.58,18.29,True
8402,2024-02-25 18:07:00,2024-02-26 00:18:24,20240225,5,1,194.0,Performance Review,Critical,Resolved,7.31,6.19,True
8403,2025-03-09 02:05:00,2025-03-11 01:00:12,20250309,290,1,89.0,Billing Inquiry,Low,Resolved,74.23,46.92,True
8404,2024-09-30 10:37:00,2024-09-30 15:20:12,20240930,165,1,223.0,Installation Support,Critical,Resolved,8.3,4.72,True
8405,2024-03-07 06:27:00,2024-03-07 15:34:48,20240307,115,1,248.0,Billing Inquiry,Critical,Resolved,7.43,9.13,False
8406,2025-11-14 19:11:00,2025-11-15 14:05:00,20251114,367,4,30.0,Performance Review,High,Resolved,23.92,18.9,True
8407,2024-06-13 15:26:00,2024-06-16 13:48:12,20240613,287,5,149.0,Preventive Check,Low,Resolved,70.19,70.37,False
8408,2025-07-31 15:41:00,2025-08-01 15:17:00,20250731,306,3,,Billing Inquiry,High,Resolved,25.88,23.6,True
8409,2025-03-07 04:56:00,2025-03-07 06:02:05,20250307,250,4,170.0,Billing Inquiry,High,Cancelled,22.81,,
8410,2025-12-02 23:07:00,,20251202,338,5,222.0,Performance Review,High,Open,26.14,,
8411,2025-05-29 02:56:00,2025-05-29 21:08:36,20250529,527,3,123.0,Contract Update,High,Resolved,23.73,18.21,True
8412,2024-08-25 21:27:00,2024-08-26 22:27:00,20240825,608,3,36.0,Preventive Check,Medium,Resolved,48.72,25.0,True
8413,2024-06-03 05:12:00,2024-06-03 21:37:48,20240603,563,3,225.0,Billing Inquiry,High,Resolved,23.31,16.43,True
8414,2024-08-27 01:48:00,2024-08-27 19:36:35,20240827,23,2,55.0,Performance Review,High,Resolved,25.67,17.81,True
8415,2025-01-20 07:17:00,2025-01-22 05:33:12,20250120,283,3,165.0,Performance Review,Medium,Resolved,49.89,46.27,True
8416,2025-06-12 14:32:00,,20250612,420,1,2.0,Preventive Check,Medium,In Progress,50.12,,
8417,2025-06-01 15:33:00,2025-06-04 02:21:00,20250601,80,3,236.0,Installation Support,Low,Resolved,69.68,58.8,True
8418,2025-08-02 21:13:00,2025-08-05 16:32:11,20250802,537,5,85.0,Contract Update,Medium,Resolved,50.43,67.32,False
8419,2025-01-07 20:59:00,2025-01-11 07:42:12,20250107,655,1,126.0,Installation Support,Low,Resolved,67.19,82.72,False
8420,2024-05-19 18:26:00,2024-05-20 08:14:36,20240519,137,5,59.0,Outage Investigation,High,Resolved,23.17,13.81,True
8421,2025-09-18 12:26:00,2025-09-20 23:08:36,20250918,454,1,224.0,Performance Review,Low,Resolved,77.65,58.71,True
8422,2025-08-28 03:59:00,,20250828,177,1,39.0,Contract Update,Medium,In Progress,52.59,,
8423,2024-12-08 05:17:00,2024-12-10 08:29:36,20241208,215,5,175.0,Preventive Check,Low,Resolved,76.94,51.21,True
8424,2025-02-17 10:55:00,2025-02-17 19:22:36,20250217,82,1,63.0,Preventive Check,Critical,Resolved,7.61,8.46,False
8425,2025-05-24 05:27:00,2025-05-24 23:35:24,20250524,270,3,15.0,Performance Review,High,Resolved,24.86,18.14,True
8426,2024-05-22 20:48:00,2024-05-24 10:24:36,20240522,205,1,191.0,Contract Update,Medium,Resolved,46.93,37.61,True
8427,2024-07-20 01:49:00,2024-07-20 09:13:36,20240720,625,4,176.0,Billing Inquiry,Critical,Resolved,7.52,7.41,True
8428,2024-06-02 20:41:00,2024-06-03 05:26:36,20240602,313,1,5.0,Preventive Check,Critical,Resolved,7.51,8.76,False
8429,2025-09-17 20:13:00,2025-09-21 07:28:36,20250917,453,2,228.0,Billing Inquiry,Low,Resolved,73.22,83.26,False
8430,2024-06-12 14:22:00,2024-06-14 08:01:36,20240612,370,3,190.0,Installation Support,Medium,Resolved,51.26,41.66,True
8431,2024-04-02 10:47:00,2024-04-02 19:26:36,20240402,55,1,248.0,Performance Review,Critical,Resolved,8.53,8.66,False
8432,2024-03-24 23:10:00,2024-03-25 17:46:00,20240324,664,2,87.0,Performance Review,High,Resolved,25.15,18.6,True
8433,2024-07-14 09:44:00,2024-07-14 15:14:36,20240714,318,2,12.0,Installation Support,Critical,Resolved,7.73,5.51,True
8434,2025-11-18 06:13:00,2025-11-20 01:05:48,20251118,454,1,248.0,Outage Investigation,Medium,Resolved,43.23,42.88,True
8435,2025-09-03 00:11:00,2025-09-04 12:14:36,20250903,474,1,245.0,Emergency Repair,Medium,Resolved,51.59,36.06,True
8436,2025-10-03 17:17:00,2025-10-06 18:42:48,20251003,93,1,113.0,Emergency Repair,Low,Resolved,66.96,73.43,False
8437,2025-10-10 16:21:00,2025-10-13 04:41:24,20251010,180,4,178.0,Installation Support,Low,Resolved,72.56,60.34,True
8438,2024-08-20 17:09:00,2024-08-21 04:21:00,20240820,384,2,114.0,Emergency Repair,High,Resolved,22.0,11.2,True
8439,2025-10-08 02:44:00,2025-10-09 23:31:24,20251008,500,4,162.0,Contract Update,Medium,Resolved,51.35,44.79,True
8440,2024-12-16 06:51:00,2024-12-17 21:32:24,20241216,625,4,156.0,Performance Review,Medium,Resolved,52.44,38.69,True
8441,2024-08-30 16:33:00,2024-08-31 19:16:48,20240830,702,2,172.0,Contract Update,Medium,Resolved,47.25,26.73,True
8442,2024-04-13 03:33:00,2024-04-15 04:42:36,20240413,39,4,141.0,Performance Review,Medium,Resolved,52.63,49.16,True
8443,2025-02-16 07:59:00,2025-02-18 12:24:48,20250216,138,3,23.0,Installation Support,Low,Resolved,68.8,52.43,True
8444,2025-05-30 17:33:00,2025-06-01 08:24:36,20250530,684,4,62.0,Performance Review,Low,Resolved,75.65,38.86,True
